exposure_id,user_id,date,challenge_id,shown_flag,source,reason_code,accepted_flag,declined_flag
EXP_U000003_25,U000003,2025-10-04,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000003_26,U000003,2025-10-06,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000003_27,U000003,2025-10-09,CH_ACT_003,1,model_reco,dep_low_activity,0,0
EXP_U000003_28,U000003,2025-10-13,CH_ACT_003,1,model_reco,dep_low_activity,1,0
EXP_U000004_1,U000004,2025-06-18,CH_REG_002,1,model_reco,anx_high_anxiety,0,0
EXP_U000004_2,U000004,2025-06-20,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_3,U000004,2025-06-22,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_4,U000004,2025-06-23,CH_REG_002,1,model_reco,anx_high_anxiety,0,1
EXP_U000004_5,U000004,2025-06-25,CH_REG_002,1,model_reco,anx_high_anxiety,0,0
EXP_U000004_6,U000004,2025-07-05,CH_REG_002,1,model_reco,anx_high_anxiety,0,0
EXP_U000004_7,U000004,2025-07-10,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000004_8,U000004,2025-07-11,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_9,U000004,2025-07-22,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_10,U000004,2025-07-25,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000004_11,U000004,2025-07-27,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_12,U000004,2025-07-28,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_13,U000004,2025-07-31,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000004_14,U000004,2025-08-01,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_15,U000004,2025-08-03,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_16,U000004,2025-08-05,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000004_17,U000004,2025-08-06,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000004_18,U000004,2025-08-09,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_19,U000004,2025-08-12,CH_REG_002,1,model_reco,anx_high_anxiety,0,1
EXP_U000004_20,U000004,2025-08-13,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_21,U000004,2025-08-17,CH_REG_001,1,model_reco,anx_high_anxiety,0,1
EXP_U000004_22,U000004,2025-08-19,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000004_23,U000004,2025-08-22,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_24,U000004,2025-08-30,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000004_25,U000004,2025-09-04,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000005_1,U000005,2025-07-07,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000005_2,U000005,2025-07-25,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000006_1,U000006,2025-08-01,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000006_2,U000006,2025-08-04,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000006_3,U000006,2025-08-07,CH_ACT_001,1,model_reco,dep_low_energy,0,1
EXP_U000006_4,U000006,2025-08-09,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000006_5,U000006,2025-08-25,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000006_6,U000006,2025-09-06,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000006_7,U000006,2025-09-08,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000006_8,U000006,2025-09-12,CH_ACT_001,1,model_reco,dep_low_energy,1,0
EXP_U000006_9,U000006,2025-09-17,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000006_10,U000006,2025-09-21,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000006_11,U000006,2025-09-26,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000006_12,U000006,2025-09-27,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000006_13,U000006,2025-09-28,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000006_14,U000006,2025-10-01,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000006_15,U000006,2025-10-04,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000006_16,U000006,2025-10-07,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000006_17,U000006,2025-10-11,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000006_18,U000006,2025-10-15,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000007_1,U000007,2025-07-11,CH_WELL_001,1,model_reco,supportive_wellbeing,1,0
EXP_U000007_2,U000007,2025-07-19,CH_REG_002,1,model_reco,anx_high_anxiety,0,1
EXP_U000007_3,U000007,2025-07-28,CH_REG_002,1,model_reco,anx_high_anxiety,0,0
EXP_U000007_4,U000007,2025-08-02,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000007_5,U000007,2025-08-07,CH_REG_002,1,model_reco,anx_high_anxiety,0,0
EXP_U000007_6,U000007,2025-09-02,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000007_7,U000007,2025-09-17,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000009_1,U000009,2025-07-18,CH_ACT_002,1,model_reco,dep_low_daylight,0,1
EXP_U000009_2,U000009,2025-08-09,CH_ACT_003,1,model_reco,dep_low_activity,1,0
EXP_U000010_1,U000010,2025-08-26,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000010_2,U000010,2025-10-08,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000010_3,U000010,2025-11-06,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000010_4,U000010,2025-11-12,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000011_1,U000011,2025-08-03,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000011_2,U000011,2025-08-08,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000011_3,U000011,2025-08-10,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000011_4,U000011,2025-08-11,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000011_5,U000011,2025-08-23,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000011_6,U000011,2025-08-25,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000011_7,U000011,2025-09-02,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000011_8,U000011,2025-09-04,CH_ACT_003,1,model_reco,dep_low_activity,0,0
EXP_U000011_9,U000011,2025-09-05,CH_ACT_002,1,model_reco,dep_low_daylight,0,1
EXP_U000011_10,U000011,2025-09-11,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000011_11,U000011,2025-09-25,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000011_12,U000011,2025-09-26,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000011_13,U000011,2025-09-27,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000011_14,U000011,2025-10-06,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000011_15,U000011,2025-10-07,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000011_16,U000011,2025-10-10,CH_ACT_003,1,model_reco,dep_low_activity,0,1
EXP_U000011_17,U000011,2025-10-14,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000011_18,U000011,2025-10-24,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000012_1,U000012,2025-07-29,CH_WELL_001,1,model_reco,supportive_wellbeing,1,0
EXP_U000013_1,U000013,2025-08-08,CH_REG_002,1,model_reco,anx_high_anxiety,0,0
EXP_U000013_2,U000013,2025-08-10,CH_ACT_001,1,model_reco,dep_low_energy,1,0
EXP_U000013_3,U000013,2025-08-14,CH_ACT_001,1,model_reco,dep_low_energy,1,0
EXP_U000013_4,U000013,2025-08-16,CH_REG_002,1,model_reco,anx_high_anxiety,0,1
EXP_U000013_5,U000013,2025-08-20,CH_ACT_001,1,model_reco,dep_low_energy,0,1
EXP_U000013_6,U000013,2025-08-21,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000013_7,U000013,2025-08-23,CH_ACT_001,1,model_reco,dep_low_energy,0,0
EXP_U000013_8,U000013,2025-09-05,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000013_9,U000013,2025-09-11,CH_ACT_001,1,model_reco,dep_low_energy,1,0
EXP_U000013_10,U000013,2025-09-15,CH_REG_001,1,model_reco,anx_high_anxiety,0,1
EXP_U000013_11,U000013,2025-09-19,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000013_12,U000013,2025-09-20,CH_ACT_001,1,model_reco,dep_low_energy,0,0
EXP_U000013_13,U000013,2025-09-24,CH_REG_002,1,model_reco,anx_high_anxiety,0,1
EXP_U000013_14,U000013,2025-09-26,CH_ACT_001,1,model_reco,dep_low_energy,0,1
EXP_U000013_15,U000013,2025-09-27,CH_ACT_001,1,model_reco,dep_low_energy,0,0
EXP_U000013_16,U000013,2025-10-01,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000013_17,U000013,2025-10-04,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000013_18,U000013,2025-10-05,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000013_19,U000013,2025-10-06,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000013_20,U000013,2025-10-07,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000013_21,U000013,2025-10-10,CH_ACT_001,1,model_reco,dep_low_energy,0,1
EXP_U000013_22,U000013,2025-10-15,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000013_23,U000013,2025-10-23,CH_REG_001,1,model_reco,anx_high_anxiety,0,1
EXP_U000013_24,U000013,2025-10-27,CH_REG_001,1,model_reco,anx_high_anxiety,0,1
EXP_U000014_1,U000014,2025-08-25,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000014_2,U000014,2025-08-27,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000014_3,U000014,2025-09-01,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000014_4,U000014,2025-09-03,CH_REG_001,1,model_reco,anx_high_anxiety,0,1
EXP_U000014_5,U000014,2025-09-04,CH_ACT_001,1,model_reco,dep_low_energy,0,1
EXP_U000014_6,U000014,2025-09-08,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000014_7,U000014,2025-09-21,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000014_8,U000014,2025-09-22,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000014_9,U000014,2025-09-24,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000014_10,U000014,2025-09-25,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000014_11,U000014,2025-09-29,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000014_12,U000014,2025-10-03,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000014_13,U000014,2025-10-06,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000014_14,U000014,2025-10-16,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000014_15,U000014,2025-10-17,CH_ACT_003,1,model_reco,dep_low_activity,0,0
EXP_U000014_16,U000014,2025-10-21,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000014_17,U000014,2025-10-24,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000014_18,U000014,2025-10-25,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000014_19,U000014,2025-10-27,CH_ACT_002,1,model_reco,dep_low_daylight,1,0
EXP_U000014_20,U000014,2025-10-28,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000014_21,U000014,2025-10-30,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000014_22,U000014,2025-11-05,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000014_23,U000014,2025-11-08,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000014_24,U000014,2025-11-09,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000014_25,U000014,2025-11-11,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000014_26,U000014,2025-11-12,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000014_27,U000014,2025-11-14,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000014_28,U000014,2025-11-15,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000015_1,U000015,2025-09-28,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000015_2,U000015,2025-10-27,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000016_1,U000016,2025-07-09,CH_ACT_003,1,model_reco,dep_low_activity,1,0
EXP_U000016_2,U000016,2025-07-13,CH_ACT_003,1,model_reco,dep_low_activity,0,1
EXP_U000016_3,U000016,2025-07-14,CH_ACT_002,1,model_reco,dep_low_daylight,1,0
EXP_U000016_4,U000016,2025-07-20,CH_ACT_003,1,model_reco,dep_low_activity,1,0
EXP_U000016_5,U000016,2025-07-26,CH_ACT_003,1,model_reco,dep_low_activity,1,0
EXP_U000016_6,U000016,2025-07-28,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000016_7,U000016,2025-07-31,CH_ACT_001,1,model_reco,dep_low_energy,1,0
EXP_U000016_8,U000016,2025-08-01,CH_SOC_001,1,model_reco,low_social_contact,0,0
EXP_U000016_9,U000016,2025-08-13,CH_ACT_001,1,model_reco,dep_low_energy,0,0
EXP_U000016_10,U000016,2025-08-15,CH_ACT_001,1,model_reco,dep_low_energy,1,0
EXP_U000016_11,U000016,2025-08-20,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000016_12,U000016,2025-08-21,CH_ACT_002,1,model_reco,dep_low_daylight,0,1
EXP_U000016_13,U000016,2025-08-26,CH_ACT_003,1,model_reco,dep_low_activity,1,0
EXP_U000016_14,U000016,2025-08-28,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000016_15,U000016,2025-08-30,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000016_16,U000016,2025-09-04,CH_ACT_001,1,model_reco,dep_low_energy,0,1
EXP_U000016_17,U000016,2025-09-08,CH_ACT_001,1,model_reco,dep_low_energy,0,0
EXP_U000016_18,U000016,2025-09-15,CH_ACT_003,1,model_reco,dep_low_activity,0,0
EXP_U000016_19,U000016,2025-09-17,CH_ACT_003,1,model_reco,dep_low_activity,1,0
EXP_U000016_20,U000016,2025-09-20,CH_ACT_002,1,model_reco,dep_low_daylight,1,0
EXP_U000016_21,U000016,2025-09-21,CH_SOC_001,1,model_reco,low_social_contact,0,0
EXP_U000016_22,U000016,2025-09-22,CH_SOC_001,1,model_reco,low_social_contact,0,0
EXP_U000016_23,U000016,2025-09-25,CH_ACT_003,1,model_reco,dep_low_activity,1,0
EXP_U000016_24,U000016,2025-09-26,CH_SOC_001,1,model_reco,low_social_contact,1,0
EXP_U000017_1,U000017,2025-07-13,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000017_2,U000017,2025-07-20,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000017_3,U000017,2025-07-26,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000017_4,U000017,2025-07-27,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000017_5,U000017,2025-07-29,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000017_6,U000017,2025-08-03,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000017_7,U000017,2025-08-05,CH_ACT_003,1,model_reco,dep_low_activity,0,1
EXP_U000017_8,U000017,2025-08-10,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000017_9,U000017,2025-08-12,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000017_10,U000017,2025-08-13,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000017_11,U000017,2025-08-14,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000017_12,U000017,2025-08-17,CH_ACT_003,1,model_reco,dep_low_activity,0,1
EXP_U000017_13,U000017,2025-08-19,CH_ACT_003,1,model_reco,dep_low_activity,0,1
EXP_U000017_14,U000017,2025-08-26,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000017_15,U000017,2025-09-02,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000017_16,U000017,2025-09-05,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,0
EXP_U000017_17,U000017,2025-09-06,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000017_18,U000017,2025-09-10,CH_ACT_001,1,model_reco,dep_low_energy,0,1
EXP_U000017_19,U000017,2025-09-16,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000017_20,U000017,2025-09-18,CH_ACT_001,1,model_reco,dep_low_energy,0,1
EXP_U000017_21,U000017,2025-09-19,CH_ACT_001,1,model_reco,dep_low_energy,0,0
EXP_U000017_22,U000017,2025-09-22,CH_ACT_003,1,model_reco,dep_low_activity,0,0
EXP_U000017_23,U000017,2025-09-23,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000017_24,U000017,2025-09-27,CH_ACT_003,1,model_reco,dep_low_activity,0,1
EXP_U000017_25,U000017,2025-09-28,CH_ACT_003,1,model_reco,dep_low_activity,0,0
EXP_U000017_26,U000017,2025-09-29,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000017_27,U000017,2025-10-01,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,0,1
EXP_U000018_1,U000018,2025-07-30,CH_ACT_002,1,model_reco,dep_low_daylight,0,1
EXP_U000018_2,U000018,2025-08-06,CH_ACT_003,1,model_reco,dep_low_activity,0,1
EXP_U000018_3,U000018,2025-08-13,CH_SOC_001,1,model_reco,low_social_contact,0,0
EXP_U000018_4,U000018,2025-08-21,CH_ACT_003,1,model_reco,dep_low_activity,0,0
EXP_U000018_5,U000018,2025-08-22,CH_ACT_003,1,model_reco,dep_low_activity,0,1
EXP_U000018_6,U000018,2025-09-12,CH_ACT_002,1,model_reco,dep_low_daylight,0,1
EXP_U000018_7,U000018,2025-09-30,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000019_1,U000019,2025-07-18,CH_SLEEP_001,1,model_reco,ins_high_wake_irregular,1,0
EXP_U000020_1,U000020,2025-07-17,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000020_2,U000020,2025-08-07,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000020_3,U000020,2025-08-10,CH_REG_001,1,model_reco,anx_high_anxiety,0,1
EXP_U000020_4,U000020,2025-08-11,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000020_5,U000020,2025-08-12,CH_REG_002,1,model_reco,anx_high_anxiety,0,1
EXP_U000020_6,U000020,2025-08-13,CH_REG_001,1,model_reco,anx_high_anxiety,0,1
EXP_U000020_7,U000020,2025-08-14,CH_REG_002,1,model_reco,anx_high_anxiety,0,1
EXP_U000020_8,U000020,2025-08-20,CH_REG_001,1,model_reco,anx_high_anxiety,0,0
EXP_U000020_9,U000020,2025-08-21,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000020_10,U000020,2025-08-22,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000020_11,U000020,2025-08-25,CH_REG_001,1,model_reco,anx_high_anxiety,0,1
EXP_U000020_12,U000020,2025-08-27,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000020_13,U000020,2025-09-04,CH_REG_002,1,model_reco,anx_high_anxiety,0,0
EXP_U000020_14,U000020,2025-09-13,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000020_15,U000020,2025-09-15,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000020_16,U000020,2025-09-18,CH_REG_002,1,model_reco,anx_high_anxiety,0,1
EXP_U000020_17,U000020,2025-09-20,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000020_18,U000020,2025-09-22,CH_REG_001,1,model_reco,anx_high_anxiety,0,1
EXP_U000020_19,U000020,2025-09-28,CH_REG_002,1,model_reco,anx_high_anxiety,0,1
EXP_U000021_1,U000021,2025-06-26,CH_ACT_002,1,model_reco,dep_low_daylight,1,0
EXP_U000021_2,U000021,2025-06-27,CH_REG_002,1,model_reco,anx_high_anxiety,1,0
EXP_U000021_3,U000021,2025-06-28,CH_REG_001,1,model_reco,anx_high_anxiety,0,1
EXP_U000021_4,U000021,2025-07-03,CH_ACT_003,1,model_reco,dep_low_activity,1,0
EXP_U000021_5,U000021,2025-07-07,CH_ACT_002,1,model_reco,dep_low_daylight,0,1
EXP_U000021_6,U000021,2025-07-11,CH_ACT_002,1,model_reco,dep_low_daylight,1,0
EXP_U000021_7,U000021,2025-07-14,CH_ACT_002,1,model_reco,dep_low_daylight,0,1
EXP_U000021_8,U000021,2025-07-16,CH_ACT_003,1,model_reco,dep_low_activity,0,1
EXP_U000021_9,U000021,2025-07-17,CH_ACT_003,1,model_reco,dep_low_activity,1,0
EXP_U000021_10,U000021,2025-07-26,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000021_11,U000021,2025-07-31,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000021_12,U000021,2025-08-01,CH_ACT_003,1,model_reco,dep_low_activity,1,0
EXP_U000021_13,U000021,2025-08-07,CH_ACT_001,1,model_reco,dep_low_energy,0,0
EXP_U000021_14,U000021,2025-08-10,CH_ACT_001,1,model_reco,dep_low_energy,1,0
EXP_U000021_15,U000021,2025-08-14,CH_REG_001,1,model_reco,anx_high_anxiety,1,0
EXP_U000021_16,U000021,2025-08-16,CH_ACT_003,1,model_reco,dep_low_activity,0,0
EXP_U000021_17,U000021,2025-08-19,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000021_18,U000021,2025-08-25,CH_ACT_002,1,model_reco,dep_low_daylight,0,0
EXP_U000021_19,U000021,2025-08-27,CH_ACT_002,1,model_reco,dep_low_daylight,1,0
EXP_U000021_20,U000021,2025-09-03,CH_ACT_003,1,model_reco,dep_low_activity,0,1
EXP_U000021_21,U000021,2025-09-06,CH_ACT_002,1,model_reco,dep_low_daylight,1,0
EXP_U000021_22,U000021,2025-09-10,CH_ACT_002,1,model_reco,dep_low_daylight,1,0
EXP_U000022_1,U000022,2025-08-19,CH_ACT_003,1,model_reco,dep_low_activity,0,1
EXP_U000022_2,U000022,2025-08-20,CH_ACT_002,1,model_reco,dep_low_daylight,0,1
